,Retweets,Favorites,Followers,ScreenName,Text
12647,93,130,5988116,El_Universal_Mx,"Ante la falta de insumos y protocolos para brindar atención médica a los pacientes con coronavirus, personal del Seguro Social ha realizado más de una decena de protestas para que le otorguen el equipo adecuado https://t.co/3KUyThCNoi"
12204,127,241,5988115,El_Universal_Mx,"Médicos y enfermeras del Centro Médico Adolfo López Mateos, en Toluca, se manifestaron para exigir cubrebocas, gel antibacterial y guantes para atender a pacientes con Covid-19 https://t.co/1MJBJtDwAz"
8342,5,10,5988114,El_Universal_Mx,🌟 Con estos sencillos tips para poder tener un home office exitoso podrás acomodar tus rutinas con mayor facilidad 🌟 https://t.co/Ookfuve2yN https://t.co/FkoA2i3kcc
4169,28,38,5988112,El_Universal_Mx,¿Ya conoces el permiso del IMMS por Covid-19? Conoce todo lo relacionado con este tema y cuida tu salud https://t.co/ARtBsKkPPU https://t.co/48poS9wTzv
3731,111,247,5988111,El_Universal_Mx,"Los 5 mil kits que repartirán están compuestos por un termómetro, 28 cubrebocas , paracetamol para 14 días, gel antibacterial para 14 días y un instructivo para cuidar al enfermo y su familia https://t.co/IspuAGWiKk"
2849,19,57,5988111,El_Universal_Mx,Esto luego de que las ventas de los restaurantes cayeron entre 80% y 100% con respecto a lo que normalmente se vendía https://t.co/82CdOhpsUk
12822,790,3899,5878524,gmanews,"7 more, including 13-year-old girl, recover from COVID-19 https://t.co/UHhVZNsLdU"
2278,346,1304,5848762,FelipeCalderon,"Como él dijo, fue la gráfica de la “curva epidemiológica” y la necesidad de “aplanarla”. Algo básico para actuar, que muchos tuvimos muy presente desde 2009, que ha sido centro del análisis desde hace 3 meses, y que quizá el presidente acaba de conocer. Más vale tarde que nunca. https://t.co/qObVwxN0xF"
2027,3837,20263,5848762,FelipeCalderon,"Deseo que el Presidente @lopezobrador_  esté bien y no se haya contagiado, dado su reciente contacto con el gobernador @omarfayad, que tiene #coronavirus. Cualquier especulación sobre la salud del Presidente se resuelve con una prueba que puede ser rápida, mejor saber."
4533,61,66,5811543,YourAnonCentral,"Piles of bodies being loaded into the back of trucks in New York. 

Expect millions more if Trump isn't removed immediately and his hundreds of thousands of sycophants do not self-quarantine. #COVID19 https://t.co/aj9SFbdssF"
893,1852,7272,5724841,allkpop,"[UCC] BTS V’s Fan Bases Initiate Donation Project: #WishYouASweetNight To Support The Covid-19 Relief Foundations 
https://t.co/s72702w8gw https://t.co/colgd8UEyU"
6583,290,663,5720036,TMZ,Dr. Anthony Fauci Says Expect Between 100k and 200k Coronavirus Deaths in U.S. https://t.co/jbDU0TXetR
12883,351,618,5720036,TMZ,Florida Megachurch Packed with Worshipers During Coronavirus Pandemic https://t.co/vLixqUyMav
5818,5,31,5720034,TMZ,"Joycelyn Savage's Family Wants R. Kelly to Stay in Jail, Avoid Coronavirus https://t.co/e3CGGGs7g0"
9280,1326,5234,5634162,laluprasadrjd,"पीपीई, N95, Testing Kit तो छोड़िए, बिहार की राजधानी पटना के बड़े हॉस्पिटल IGIMS में मास्क और सैनिटाइजर तक उपलब्ध नहीं है। सोचिए, ज़िलों का क्या हाल होगा?क्या केंद्र-राज्य सरकार में इतना भी समन्यव नहीं कि 2 महीनों से डॉक्टरो की ये बेसिक ज़रूरते पूरी कर सके।
https://t.co/OBEsPoHaEM"
2664,625,2661,5613816,JustinTrudeau,"If you can’t go home because it isn’t safe, know that we’re making sure women’s shelters and sexual assault centres have what they need to support you. And if you don’t have a home, know that we’ve increased funding to address how COVID-19 is impacting you too."
12808,456,1557,5613814,JustinTrudeau,"If you’re a small business owner or entrepreneur, we’re here to help. We’re increasing the wage subsidy up to 75% for qualifying businesses, launching the Canada Emergency Business Account, deferring GST and HST payments, and more so you have the support you need to pull through. https://t.co/jusWH68x50"
9802,233,1167,5613812,JustinTrudeau,We’re going to keep working with community organizations to make sure you have a safe place to turn and the help you need - because we promised to help everyone get through this difficult time and we meant it. Get more info on today’s announcement: https://t.co/LO715dO5Dx
8044,1052,6072,5613811,JustinTrudeau,COVID-19 is having an impact on people right across the country - but we know that some communities are more vulnerable to its impacts than others. So here’s what we’re doing to help the most vulnerable and make sure no one gets left behind. ⤵️
3371,503,3686,5613808,JustinTrudeau,"It doesn’t matter how we meet, the PM’s Youth Council is always ready to get to work. Thanks for sharing your thoughts on fighting COVID-19 - I’m counting on you, and all young people, to use your voices and remind others how important physical distancing is. You’ve got this. https://t.co/u1LEkQBE2p"
4074,15,37,5572972,elespectador,"Descifran la primera secuencia genética de SARS-CoV-2 en Colombia
https://t.co/cb9BZlhud7 https://t.co/vVbsJh0DBg"
3205,1761,6049,5487744,mariobautista_,me tripea pensar que tal vez nada nunca regresa a ser como era antes del coronavirus
1298,1364,6974,5410751,ANI,"One of the three trainees of Indian Forest Services (IFS), who had tested negative for #COVID19 on 27th March, has tested positive today."
12481,46,292,5410750,ANI,"Our staff are trying their best to make sure that essential commodities like petrol,diesel&amp;LPG reach the public as per their requirement. I request everyone to not panic buy. There is no shortage of products: Mukesh Kumar Surana, HPCL Chairman (29.03) https://t.co/vdRTIBfZ7n"
11474,740,3250,5410747,ANI,"Around six doctors and four nurses from RML Hospital have been sent to quarantine after they were exposed to a #COVID19 positive patient: Dr. Ram Manohar Lohia (RML) Hospital, Delhi"
4941,1919,11871,5410744,ANI,"Adani Foundation is humbled to contribute Rs 100 cr to #PMCaresFund in this hour of India’s battle against #COVID19. Adani Group will further contribute additional resources to support governments and fellow citizens in these testing times: Gautam Adani, Chairman, Adani Group https://t.co/VJ7SpER4tW"
6621,1396,7828,5410744,ANI,Madhya Pradesh: Case registered against two #coronavirus positive patients who had escaped from MRTB hospital in Indore on March 28. They were traced and brought back to the hospital yesterday.
4104,1103,3493,5410743,ANI,Center directs States to ensure no movement of people across cities. All arrangements be made for migrant labourers at their place of work including timely payment of wages. Action should be taken against those asking students/labourers to vacate: Govt of India. #COVID19 https://t.co/8sXiiHvfIo
9003,2813,11080,5410743,ANI,"Maharashtra: RSS workers distribute food packets &amp; grocery items to the needy in Nagpur, amid countrywide lockdown in wake of #COVID19. https://t.co/WSi9KvI4mB"
2959,73,629,5410742,ANI,US President Donald Trump extends US 'social distancing' guidelines to April 30: AFP news agency
1828,1840,3568,5368045,seanhannity,Nancy Pelosi’s Coronavirus Stimulus Plan Includes $300M for Migrants and Refugees https://t.co/2cKmxxYCb0
6232,207,1902,5362668,OzzyOsbourne,"Rob Halford’s #SocialDistancing includes spending quality time with the ‘See You On The Other Side’ Vinyl LP Box Set! #StayHome
Get yours at:
https://t.co/dolyC03cWB https://t.co/eTxsIM1SX8"
11128,134,474,5268314,todonoticias,"Coronavirus: Ginés González García dijo que el pico de infectados ""se corre para mayo""  https://t.co/jBPVV6JJgn"
5900,45,124,5268313,todonoticias,"Coronavirus: tras pagar una fianza millonaria, liberaron al empresario que violó 14 veces la cuarentena https://t.co/fvx4Mk3CiD"
7918,140,190,5268312,todonoticias,El Ministerio de Salud confirmó 75 nuevos casos de coronavirus y ya son 820 los infectados totales en la Argentina. 20 de ellos fallecieron. https://t.co/jhfSLXCiUa
3656,58,329,5268311,todonoticias,"Ante la falta de turistas por el coronavirus, liberaron a 78 elefantes https://t.co/IJBm2BZ6PJ"
4179,387,895,5268311,todonoticias,Aseguran que pese al coronavirus volvió la venta de carne de murciélagos a China https://t.co/ewzjrxyXGC
9550,2,2,5147878,ElNacionalWeb,La atención que debe recibir un paciente con coronavirus en casa | Entrevista a @infectpediatra por @Emely_MR https://t.co/PbZr7sD0rE
6874,3,9,5147877,ElNacionalWeb,La esposa del primer ministro de Canadá se curó del coronavirus https://t.co/XMUkqT7qtl  https://t.co/7K0d6uJ2Wa
5196,1,0,5147877,ElNacionalWeb,"En momentos de llamar la atención del mundo sobre la pandemia del covid-19 y la necesidad de mantenerse en casa, marcas como Coca-cola, McDonalds, Audi han rediseñado sus logos para sumarse a la campaña de prevención del coronavirus | Por @AlbaFreitasG https://t.co/fplFSG88rX"
5467,61,808,5139480,geglobo,"Luto! Atleta de tênis de mesa paralímpico, Eliane Corrêa morre em decorrência da Covid-19 https://t.co/O2Zq4PrLFn https://t.co/lBe8qYqK4x"
2621,1221,11048,5135533,MagicJohnson,"Everyone stay safe, stay healthy, and practice social distancing."
6606,6,24,5088842,MTVNEWS,"Most schools have not yet announced when they plan to reopen their campuses in the midst of the #coronavirus, and students have been hit the hardest 
https://t.co/CzqRP0JfUL"
7742,90,284,5088323,ANCALERTS,"Take a tour of the empty streets of Paris, with ""not a cat in sight.""

Normally bustling sites such as Notre Dame Cathedral and the Eiffel Tower were free of tourists, as the French capital entered its 13th day of a lockdown to stop the spread of #COVID19. (Video from Reuters) https://t.co/NBrYRuh5yK"
12684,1257,9519,5029600,Pontifex_pt,Somos uma única família humana. Que cesse toda hostilidade bélica. Que o esforço conjunto contra a pandemia #COVID19 nos faça reconhecer nossa necessidade de fortalecer os laços fraternos. @antonioguterres @UN
11948,5631,27340,5013253,Schwarzenegger,"I tried to do a hand-washing tutorial for Cherry but I think you guys will pay more attention. Be safe. Wash your hands. Listen to scientists and experts, not foreheads. Together, we can slow this down and protect each other. #COVID19 https://t.co/evDxVu6Etb"
827,1307,4863,5000427,GretaThunberg,"“There is a lot of talk about returning to ‘normal’ after the COVID-19 outbreak. But normal was a crisis.” 

Here you can watch our first #TalksForFuture webinar from today with guests @NaomiAKlein and @DiarmidCL from @WHO.
https://t.co/5s98UV1lGN"
11743,528,1289,4998720,AlvaroUribeVel,En tiempo récord investigadores del país podrán formular soluciones a la pandemia de COVID-19 | Minciencias https://t.co/2hxXCIfz5Q
1443,186,531,4951096,Milenio,"Darán hasta 3 años de prisión a quien no respete aislamiento por #COVID19 en Yucatán 
https://t.co/oIm1eAhe2R https://t.co/15rIHc38Lv"
1381,29,15,4951096,Milenio,"#ENVIVO | Actualización sobre casos de coronavirus en México 

Sigue la conferencia por @mileniotv https://t.co/HZBgSzwWnG"
11722,25,262,4951095,Milenio,El gobierno ha seguido los protocolos sanitarios por Covid-19: Gutiérrez Müller https://t.co/Z0JLUBlJTN https://t.co/YqfHxSLNf5
258,12,35,4951095,Milenio,"Ejército vigila almacenes con material del #IMSS para #coronavirus, en Veracruz 
https://t.co/B0SiBQmm88 https://t.co/gR6hCBjNdg"
2357,234,296,4901211,proceso,"Thomas Schäfer, secretario de finanzas del estado federal de Hessen, Alemania, se suicidó por la enorme preocupación sobre la pandemia de coronavirus #Covid19 https://t.co/kjkxl49Alx"
8157,244,424,4901207,proceso,"#Análisis | Además de una crisis epidémica por el #Covid19, México podría enfrentarse a una social, económica y política por falta de ordenación de lo que tenga que hacerse en caso de que la primera se agrave / un texto de @JRCossio https://t.co/2YdPit3Tog"
7313,509,1747,4901207,proceso,"En medio de la segunda fase de la epidemia de Covid-19 en México, Felipe Calderón advirtió que el gobernador Miguel Barbosa está en riesgo por gordo y diabético, pero éste le respondió que él también por ser “borracho”. https://t.co/JWZauFJ7TJ"
416,202,1142,4870840,ZeeNews,"#Merrut में चंद घंटे में मिले कोरोना के 13 मरीज, मचा हड़कंप; शहर के पांच इलाके सील किए गए

@myogiadityanath @MoHFW_INDIA #ZeeJankariOnCorona @CMOfficeUP #StayHome #CoronaUpdate 

https://t.co/LiavnxEg7y"
11214,107,742,4870838,ZeeNews,"#COVID-19: एक वेंटिलेटर से होगा चार मरीजों का इलाज, #AKTU ने किया इस गैजेट का अविष्कार

@MoHFW_INDIA #ZeeJankariOnCorona  #StayHome #CoronaUpdate 

https://t.co/Sdf1G4Rekr"
7964,903,5634,4870837,ZeeNews,".@BeingSalmanKhan ने मांगे 25 हजार दिहाड़ी मजदूरों के अकाउंट डीटेल, #CoronaVirus के प्रकोप से करेंगे बचाव

@narendramodi @myogiadityanath @NitishKumar #MigrantsOnTheRoad #ZeeJankariOnCorona #CoronaUpdate #StayHome

https://t.co/WVWqWrPjpd"
12700,159,751,4857518,VanityFair,Meghan and Harry are reportedly in a secluded compound in Los Angeles and have not left because of the coronavirus crisis https://t.co/BUjfqxYGiP
5492,256,4761,4757656,RGVzoomin,MEGA emotional MULTISTAR Song on CORONAVIRUS is so mindblowinglyfantastic that intelligence sources from BACTERIA WORLD told even CORONAVIRUS LOVED IT https://t.co/Ba4gWlegmB Am myself releasing my own non emotional CORONA song on APRIL FOOL DAY .LET VIRUS DECIDE WHO IS FOOL
5209,1307,18365,4757656,RGVzoomin,Taking a break from the coronavirus can anybody tell me who the little girl is imitating??? https://t.co/aKDB1TZJ7e
11826,48,93,4691179,hrw,Protect Rights of People with Disabilities During COVID-19 https://t.co/lYceSkgQp2
1459,53,379,4672764,channelstv,"Abba Kyari Confirms He Is Positive For COVID-19, To Be Moved To Lagos
https://t.co/yzjwDsGctZ https://t.co/OCZKVejO9K"
9871,53,219,4672760,channelstv,"Buhari Stops Repayment Of TraderMoni, Other FG Loans For Three Months.
https://t.co/RiuhetopJb https://t.co/gUrGK69lBf"
8554,64,285,4672758,channelstv,"COVID-19: Tinubu Asks FG To Suspend VAT, Seeks United Nigeria. https://t.co/clFCwh1akJ https://t.co/9VNtKoy0o4"
4405,21500,63665,4647095,paulkrugman,"America's response to the coronavirus is the worst in the world, which is shocking and has a lot to do with a leader who is completely unfit, temperamentally and intellectually, for the job 1/ https://t.co/sGZuFUukgr"
9977,689,1928,4647066,paulkrugman,Fauci's # could be way low. I don't think people really get the implications of exponential growth. 132K US cases as I write this; at current growth rates that could exceed 100 million within a month. https://t.co/CL21kozI2y
8316,5,9,4641774,RevistaSemana,Piden al Gobierno nacional no olvidarse de ellos en la crisis de covid -19 y se ofrecen para ayudar en el hospital que habrá en Corferias. https://t.co/1XuFWHxPuM
6983,168,1066,4641774,RevistaSemana,"Hasta hace poco decían que este Gobierno no tenía banderas que fijaran un rumbo a los colombianos. El coronavirus acabó con ese debate. La era Duque será definida por la manera en la que el presidente enfrente este desafío.
https://t.co/EZbBE2oX3s https://t.co/2hOce4YGhs"
6996,8,11,4588899,CNNnews18,"Italy, which recorded its first coronavirus death in February, has declared 10,023 fatalities, with 92,472 infections and 12,384 recoveries.

#CoronavirusOutbreak

https://t.co/BGhZdXz6Wq"
12561,536,4178,4573979,rahulkanwal,Novel way of enforcing a lockdown. Only hope no one breaks a bone. https://t.co/xGfo00CFEr
9124,14,15,4573738,FT,How the UK got coronavirus testing wrong | free to read https://t.co/a1ZvNGgfrv
110,472,1372,4530622,AppStore,"The COVID-19 app was developed with trusted resources to provide accurate and up-to-date information on the coronavirus in the US.

Get tips on staying healthy, find answers to frequently asked questions, and screen potential symptoms. https://t.co/7wiHd1Z3Qh"
43,146,1173,4480354,SaoPauloFC,"🚨

Mais de quatro mil brasileiros já foram diagnosticados com Covid-19. 😷

Evite sair de casa e mantenha a rotina de isolamento social. 🏠 

#TricolorInforma https://t.co/u8zr7UiGCP"
6613,113,76,4442078,NTN24,"Guaidó: hace 10 días había 200 casos de coronavirus en Venezuela, según información interna de un ministerio https://t.co/EtS3XfT6Gf"
7536,165,125,4442078,NTN24,"“Hace diez días, la información por fuente interna de uno de los ministerios de la dictadura, hablaba de 200 casos de coronavirus en Venezuela”: Guaidó https://t.co/S5lYMhriSx https://t.co/Sa51mzPBvB"
8221,1223,8201,4424660,sarkodie,Reality is : Back home 🇬🇭 alot of people rarely go for check ups even when seriously sick ..we just know we will b fine but we dead wrong .. so I can only imagine the no. Of people with virus still walking around .. guys it’s way serious than we think pls #StayHome
733,7297,23775,4423498,tedcruz,"It’s even worse. We KNOW China is lying. On 3/1, China had 80,026 reported cases. On 3/28, it had 81,439. Does anyone believe this highly contagious virus just stopped in China on 3/1, right as it became a pandemic worldwide? And American media (for $$) willingly repeat the lies. https://t.co/GovCf3G825"
8155,1186,4528,4423495,tedcruz,This seems relevant. https://t.co/TcdVXuXbjd
3727,6,12,4353471,USATODAY,"Federal officials have promised to ease restrictions on a technology used to clean and reuse masks, Ohio Gov. Mike DeWine said. 
https://t.co/e3jw1bel2d"
11543,72,93,4353468,USATODAY,"At least eight strains of the coronavirus are making their way around the globe, but they're helping doctors better understand the virus. https://t.co/6Sj7ag5Bvv"
5741,833,2035,4350672,VIVAcoid,"Lockdown, Malaysia Gratiskan Internet dan Diskon Tagihan Listrik https://t.co/u0mbTVaYGO"
5950,604,1514,4350672,VIVAcoid,"Profesor Gondrong Temukan Obat COVID-19, Cuma 6 Hari Pasien Sembuh https://t.co/3p5wZvBd3T"
382,35,41,4336570,bbcmundo,El anuncio del primer caso de coronavirus generó un temor casi generalizado entre la población de Rapa Nui https://t.co/W3m0UwBtlT
2074,197,419,4323708,PedroFerriz,"El Gobernador de Puebla, continúa su impecable campaña, empeñado en mostrar su innegable “simpatía innata” aparte de su cualidades de estadista.
La vacuna contra el CORONAVIRUS es un buen plato de mole https://t.co/ity2il1F5c"
11321,9,62,4312497,ChinaDaily,"Farmers harvested pineapples at Hanzhai Village in Xuwen county of Zhanjiang City, S China's Guangdong province. #harvest https://t.co/FLNZmyq9PJ"
364,1233,952,4307251,MariaCorinaYA,"ALERTA al mundo
Amanecimos con amenazas de grupos criminales del régimen en hogares de dirigentes políticos en todo el país, para silenciar a la sociedad sobre la verdad del coronavirus, el caos social y económico y las acciones judiciales de EEUU

Mi solidaridad a todos; FUERZA! https://t.co/1qNB1dPeAO"
5179,1033,6948,4280102,dsuperboy,"Negatif corona.
Positif ngejauhin kamu."
3805,7,3,4222278,UNoticias,En la ciudad origen del coronavirus todavía no desaparecen las mascarillas pero ya se puede salir de https://t.co/ljRxJOuhNw
7754,12126,54591,4214489,marcorubio,"Some in our media can’t contain their glee &amp; delight in reporting that the U.S. has more #CoronaVirus cases than #China

Beyond being grotesque,its bad journalism

We have NO IDEA how many cases China really has but without any doubt its significantly more than why they admit to"
7415,1660,3136,4214489,marcorubio,No surprise. The front line workers at @WHO do amazing and heroic work. But some of the organizations leaders have covered for #China’s Communist Party from day one of #coronavirus https://t.co/aZ58T6WOjD
12228,147,342,4208855,MobilePunch,"US records 518 new coronavirus deaths in 24 hours
https://t.co/AizrLOyP4y"
8701,2551,6688,4208853,MobilePunch,"BREAKING: Six COVID-19 patients to be discharged in Lagos
https://t.co/ZVBCobEZAe"
2800,2642,9329,4208846,MobilePunch,"Canada PM’s wife recovers from coronavirus
https://t.co/Yr9aTszh3h"
5886,2266,5556,4202866,MSNBC,"Sen. Brown: ""Not true, President Trump. I wrote to you more than 600 days ago demanding answers after you fired the entire White House pandemic team."" https://t.co/QibST8pUJ2"
4957,242,897,4202866,MSNBC,"Speaker Pelosi criticized President Trump's response to the coronavirus pandemic by saying that ""as the president fiddles, people are dying.""

https://t.co/F4WVglnKgW"
7089,945,4436,4197303,aniesbaswedan,"Karenanya penting untuk saling bertukar pengalaman dengan kota-negara lain, terutama mereka yang sudah lebih dulu mengalami krisis COVID-19. Belajar dari pengalaman mereka untuk menyelamatkan warga dan melindungi kesejahteraannya selama pandemi COVID-19. https://t.co/Ti2zRmXtTG"
10499,870,2809,4177709,06melihgokcek,"FATİH TEZCAN İNANILMAZ BİR VİDEO YAKALAMIŞ...

BU VİCDANSIZLAR SIFIR MESAFE BİRBİRLERİNE CORONA SAÇACAK,
BUNU YAPANLAR CEZASIZ KALACAK.

BU ARADA BİR GRUP MEDYA VE AVANESİ SUÇU UMREYE GİDENLERE YIKACAK.

HAİNSİNİZ... https://t.co/3Q8B2hnLhG"
1078,39,54,4169163,thehill,Liberty University students report symptoms that suggest coronavirus: report https://t.co/WKRUBFjCaq https://t.co/UAWEYsRB2O
11994,185,412,4169162,thehill,"White House coronavirus coordinator: All governors and mayors need to ""prepare like New York is preparing now"" https://t.co/yjgZwr8tqd https://t.co/7UGIgyPCky"
4855,6,26,4169162,thehill,Trump says social distancing guidelines to continue through end of April https://t.co/WpiTgrHTbn https://t.co/ilByXS8ouh
3227,1740,5934,4128650,CNNPolitics,"House Speaker Nancy Pelosi says the President downplaying the severity of coronavirus is “deadly.""

“As the President fiddles, people are dying. We just have to take every precaution.” #CNNSOTU https://t.co/nZCmCB12jG"
1468,293,1764,4105055,petrogustavo,Fuerza Roy. https://t.co/6OSnhPqTFW
1303,374,690,4105055,petrogustavo,"Esto no es cierto. En una ciudad de 1.000 UCIs la mayoría privadas, solo 198 públicas, solo se pueden tener 4.000 nuevas unidades de cuidado intensivo si se compran o alguien las regala

No se compraron. https://t.co/FpLeJyurmM"
11275,1240,3432,4105054,petrogustavo,"Si estos pulmones artificiales pasan la prueba, deben hacerse 30.000 para todo el país, al costo que sea. Las impresoras 3D y la fibra óptica juegan aquí un papel primordial junto al cerebro humano.

Su fábrica debe situarse junto al Dorado para llevarlos a todas partes del país https://t.co/vkCyA97pF2"
10148,340,497,4105051,petrogustavo,"Los efectos post coronavirus para quienes lo han sufrido con alguna gravedad, los hará ser clientes mas continuos de hospitales por los daños a los pulmones.

Por ello las EPS norteamericanas ya piensan subir los cobros de sus pólizas https://t.co/QUSrJDPQZX"
3897,2126,5768,4105050,petrogustavo,"Vamos hacia una crisis hospitalaria que comenzará en Bogotá 

Duque debe hacer todo el esfuerzo posible por adquirir ya, quizás en China, o Corea, no veo otro lugar, unidades de cuidados intensivos y respiradores.

Sino, colapsa de inmediato el sistema de salud"
11974,208,426,4062990,MBuhari,"At this point, I will ask that all contributions and donations be coordinated and centralized to ensure efficient and impactful spending. 

The Presidential Task Force #PTFCOVID19 remains the central coordinating body on the #COVID19 response."
12504,3046,9561,4062990,MBuhari,"ADDRESS BY H.E. @MBuhari, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA ON THE #COVID19 PANDEMIC SUNDAY, AT 7PM ON SUNDAY 29TH MARCH, 2020."
6979,5,29,4037785,revistasuper,"O jogo, cujo objetivo comum é aniquilar a humanidade com um vírus, quer trazer uma mensagem mais positiva após explodir em popularidade com a Covid-19. https://t.co/fJG0JMw47p"
7752,33,81,4017059,ExpansionMx,Mejor no preguntarnos que hacíamos a los 14 años... https://t.co/K6mWfJQq6o
2103,36,56,4014894,wef,COVID-19: How personal data could contribute to a solution https://t.co/8oPynbp73y https://t.co/VTkJ1pIdp9
11044,148,242,4014893,wef,Coronavirus origins: genome analysis suggests two viruses may have combined https://t.co/pNoeRSj3ab #coronavirus #covid19 https://t.co/R4WqI3DnhL
12589,135,293,3963267,DrOz,Most people who have #COVID19 experience these mild symptoms. https://t.co/FugBdtI97z
7099,214,1529,3939999,cher,"“WHY WONT”trump TEST FOR COVID-19 &amp; SAVE OUR FAMILIES LIVES⁉️ALL AGENCIES IN FEDERAL GOVERNMENT,MUST BE MADE RESPONSIBLE FOR COST OF TEST KITS DISPOSABLE, PROTECTIVE SUPPLIES,N95 MASKS,FACE SHIELDS,GOWNS, HAIR CAPS,SHOE COVERS, VENTILATORS, RESPIRATORS,&amp;
All med equipment ness"
6142,538,746,3937849,News24,"JUST IN: Second death for South Africa as coronavirus cases rise to 1 280 | #CoronavirusinSA #Covid19inSA

https://t.co/WkBoh7KH4u https://t.co/1yTuhMZfuX"
7783,132,161,3936660,elmundoes,🎥 Irene Montero y Carolina Darias vuelven a dar positivo por #coronavirus. https://t.co/5TtejMyocU
12010,67,389,3936649,elmundoes,"Mateo y Faustina, los abuelos que han superado el coronavirus para contarlo https://t.co/hD1mMw1B58"
4016,585,3106,3921397,Nickelodeon,Join us Monday at 7p/6c for #KidsTogether as we answer kids' questions and concerns about COVID-19 plus get tips and insights from medical experts https://t.co/PWgqNe7KUp
12357,5019,6616,3903974,NicolasMaduro,"Agradezco al pueblo chino y a su presidente Xi Jinping el envío de un nuevo cargamento de kits e insumos médicos, en el marco del corredor aéreo humanitario para combatir el COVID-19. Una muestra de que contamos con la solidaridad de pueblos y países amigos. ¡No Estamos Solos! https://t.co/4DJVnBTRO3"
10889,3583,3857,3903970,NicolasMaduro,"Reitero mi agradecimiento al médico, a la enfermera, al militar, al policía, al bombero, al poder popular y a todo el pueblo, por su alto espíritu de compromiso, conciencia y voluntad, en estos días de sacrificio y lucha permanente contra el COVID-19. ¡Dios les Bendiga! https://t.co/Eh42SrsfZY"
6458,4126,5153,3903967,NicolasMaduro,"Recibí el mensaje del hermano presidente Vladímir Putin, quien me ratificó su apoyo estratégico integral, en todas las áreas de intercambio. Además conversé con António Guterres, Secretario General de la ONU, quien expresó su respaldo humanitario para enfrentar el COVID-19. https://t.co/hz9JfMuMAN"
3708,1408,1133,3903966,NicolasMaduro,"Les comparto un interesante artículo de Tomás Pueyo que nos señala la importancia de la aplicación de las medidas de contención contra el Coronavirus, y nos advierte sobre las consecuencias de no tomarlas a tiempo. ¡Debemos estar informados! ==&gt; https://t.co/NSxycMqEhQ https://t.co/te6rY2ZtoT"
344,4729,6921,3868753,CDCgov,"If you had #COVID19 and will not have a test to see if you are still contagious, only leave your sick room and home when ALL of the following are true:
•No fever for at least 72 hours (3 days)
•Other symptoms have improved
•It has been 7 days since you started feeling sick https://t.co/1FOcLeJCz5"
9521,1950,6092,3868751,CDCgov,@DrMattMcCarthy CDC does not have updated guidance scheduled to come out on this topic. See current CDC guidance regarding the use of facemasks: https://t.co/DiX7VzdqDp
7256,205,330,3868751,CDCgov,"CDC’s Domestic Travel Advisory for residents of NY, NJ, &amp; CT does not apply to employees of critical infrastructure industries, incl. but not limited to trucking, public health professionals, financial services, &amp; food supply.  https://t.co/RAaIpQn6cj"
7987,208,771,3849188,UOLNoticias,"'Não teve covid-19', diz filha de idoso que F.Bolsonaro postou como curado https://t.co/kGwe8NA9o6"
7287,30,64,3813282,latimes,Governors shrug off Trump's insults as they plead for federal aid https://t.co/A9gQAv6ozd
9859,208,196,3813282,latimes,"Plácido Domingo, once opera's biggest star, has been hospitalized in Mexico with coronavirus https://t.co/PJO5hF1H0M"
10165,1162,1193,3813282,latimes,"No running water. No electricity. On Navajo Nation, coronavirus creates worry and confusion as cases surge
https://t.co/DJjyTMuPrK"
8795,102,262,3813282,latimes,"On March 27, L.A. County ordered all beaches closed. All beach sidewalks, all beach parks, all beaches. Most people heeded the order and stayed away, leaving the beaches, almost, completely empty. https://t.co/SsVGFDsgzL https://t.co/wbvXH6LDHD"
13017,62,160,3813281,latimes,"Hand sanitizer is currently sold out across many stores. To help first responders and others who need it, distilleries are answering the call and making it themselves. Portuguese Bend Distillery in Long Beach is one of those.
https://t.co/UWKBTB7ZZZ https://t.co/DN1krACnMW"
6308,279,1100,3813281,latimes,"A man received a $1,000 citation for surfing in Manhattan Beach on Saturday after he ignored numerous warnings by police and lifeguards cautioning him not to go in the water because of the coronavirus beach closures.
https://t.co/sQFjAwnKww"
2261,8,23,3813281,latimes,"'I don't want to get sick. But if I die, I die': Florida retirees grapple as coronavirus cases soar https://t.co/ar0HNFZTRC"
5388,295,396,3813281,latimes,"Coronavirus anxiety is running high on Navajo Nation — a sprawling reservation of 175,000 residents, scarce supplies and resources, and only four inpatient hospitals. https://t.co/DJjyTMuPrK"
7474,888,1750,3796513,MashiRafael,Efecto coronavirus: inédito apoyo de votantes macristas a Alberto Fernández - Clarín https://t.co/KPcxFDOeM4
3231,715,1173,3796513,MashiRafael,Alemania aumentará las pruebas para evitar el 'peor escenario' en la pandemia del COVID-19 https://t.co/iOcTZ5SHPs
10802,1471,2428,3796513,MashiRafael,"¿Saben lo grave que es esto?
Hace 3 años, titular hubiera sido exactamente lo contrario
Y frente al desastre que enfrentamos, todavía cierta prensa queriendo engañar y atacar al “correísmo”
Es urgente que se vaya este Gobierno o nos matará a todos
Tiempo es lo que menos tenemos https://t.co/2oB3jKIZzG"
10571,641,986,3796513,MashiRafael,"Artículo del ministro de Economía argentino.
Cuando se tiene ministro, se ve la diferencia. https://t.co/r6jawAWrLS"
10669,143,676,3779191,France24_fr,"Coronavirus : En Italie, deuxième baisse consécutive du nombre de morts quotidien https://t.co/Ff9qCl5G2f https://t.co/I1jQOXO5AS"
