,Retweets,Favorites,Followers,ScreenName,Text
6501,1006,1708,49900985,nytimes,"Brazilians are dying at a staggering rate as highly contagious variants of the coronavirus sweep through the nation, aided by political dysfunction, widespread complacency and conspiracy theories. https://t.co/ZY7b6pDIhM"
1122,366,739,49900982,nytimes,"Scientists view Florida — the state furthest along in lifting coronavirus restrictions, reopening society and welcoming tourists — as a bellwether for the U.S.

If recent trends there are any indication, the rest of the country may be in trouble. https://t.co/FBY2fN7F3A"
5976,326,1157,49900981,nytimes,"Breaking News: President Biden urged states to reimpose mask mandates, hours after the CDC director said she felt “impending doom” about a potential fourth virus surge. https://t.co/nVAVhcAkkl"
5382,565,1914,49900981,nytimes,"Breaking News: People 30 and older in New York will be eligible for the coronavirus vaccine starting Tuesday, and all adult residents will be eligible to receive it on April 6, Gov. Andrew Cuomo announced. https://t.co/vKTbwasbIq"
2666,649,1438,47984820,BBCBreaking,"Secret filming at a major UK Covid testing lab reveals poor working practices that could lead to people getting an incorrect test result
https://t.co/CiOHu58kZI"
10177,779,9918,37700052,SportsCenter,"""We're ready to get it done ... Gonna do it for his mom tonight.""

Karl Towns Sr., Karl-Anthony Towns' dad, is attending his first game since his wife, Jackie, died due to complications from the coronavirus last year.

(via @Timberwolves) https://t.co/ndyvVc7h0c"
7898,55,147,31791249,BBCWorld,Covid-19: CDC head warns of 'impending doom' in UIS https://t.co/LrLnzDVJL9
1506,5533,81278,29987662,JoeBiden,"Vice President-elect @KamalaHarris and I spent the afternoon meeting with a bipartisan group of mayors. It was just the start of what I know will be a strong partnership in the months and years ahead. Together, we’re going to beat COVID-19 and build back better. https://t.co/2oiKD7gxAi"
1392,54030,1026501,29987661,JoeBiden,Anyone who wants a COVID-19 test should be able to get one. Period.
867,5032,68093,28680567,ConanOBrien,One thing I’m going to miss about the pandemic is that it finally felt normal to eat takeout in my car while crying.
6067,81,456,25852266,NatGeo,"“We can’t talk about health measures to fight COVID if we don’t have water,” says one women's movement leader in El Salvador https://t.co/w0UUEwb3Cc"
8537,9,29,25665215,TheEconomist,"Is big government back? On “Checks and Balance”:

-@SachaNauta says the pandemic has transformed welfare
-Ronald Reagan’s revolution
-@Henry_Curr on the risks of a $5 trn splurge 

https://t.co/kkyUEiKKfo https://t.co/awjLRQeinp"
9269,185,555,23385719,Reuters,"Pfizer, Moderna vaccines reduce COVID-19 infection risk by 90% after second dose: U.S. study https://t.co/kngjPUe6ly https://t.co/sfMJ52Y8Q0"
10060,84,92,23385719,Reuters,"Canada to pause AstraZeneca COVID-19 vaccine use for those under 55, require new risk analysis https://t.co/Er2twAJ2eh https://t.co/PEGOsXeZ2I"
9681,53,139,23385719,Reuters,Factbox: WHO-China report on virus origins says lab leak extremely unlikely https://t.co/XJxZe5uuwC https://t.co/AA8gRHprC2
6418,23,58,23385716,Reuters,CDC Director Dr. Rochelle Walensky pleaded with Americans to continue to take precautions to prevent the spread of COVID-19 amid an increase in cases across the country https://t.co/kMnLSy8F8h https://t.co/weqsFNRxuQ
3584,13,83,23385711,Reuters,Swimmers at a pool in southeast London said they were extremely happy to once again be able to do something they love after stay-at-home lockdown order ended https://t.co/ArheZUXpnk 🏊 https://t.co/mX7GiC9QmE
2015,20,56,23385711,Reuters,"Britons worry less about COVID and Brexit, but new concerns grow, poll shows https://t.co/hC0RlgA5TG https://t.co/sJABalJnL6"
5850,47090,359082,20396240,BIGHIT_MUSIC,"[위버스 매거진] 팬, 방으로 떠나는 여정
팬데믹 이후 1년, 팬들이 사는 이야기

Fans, Their Voyage in the room
Fans discuss their lives one year into the pandemic

▶KOR: https://t.co/iGFnGPUsH2
▶ENG: https://t.co/SIxelxjogI
▶JPN: https://t.co/fumC8NV949"
7318,180,1234,20177338,FoxNews,"Trump accuses Fauci, Birx of 'trying to reinvent history' on COVID-19 response https://t.co/C6f1VZrK42"
9868,94,463,20177337,FoxNews,Fauci says COVID-19 vaccine push could be 'best decision' he's made https://t.co/KbsZIR6j5n
4845,43,115,19668493,CNNEE,"Los sobrevivientes de covid-19 continuaron experimentando preocupaciones con su salud mental y física, según un estudio en el Reino Unido. ¿Tú o un ser querido siguen teniendo problemas de salud incluso después de superar el coronavirus? https://t.co/TPOIJpfhED https://t.co/ll8WS256q8"
8176,111,195,19668493,CNNEE,"¿Es México el segundo y no el tercer país del mundo con más muertes por covid-19? Un informe del gobierno dice que el número de muertos es casi un 60% más alto de lo que se informó oficialmente

https://t.co/kFTzLhjhxu https://t.co/CgkHADKGi0"
5416,37,229,19668492,CNNEE,"Luego de estar casi 4 meses hospitalizado tras contagiarse de coronavirus, Joan Soler Sendra, de 63 años, volvió a disfrutar del aire libre Así fue el momento: https://t.co/kzc9566Bg4"
2357,47,130,19668492,CNNEE,"Argentina anuncia nuevo cierre de fronteras. Para prevenir la circulación de variantes del covid-19, a partir de este sábado serán suspendidos los vuelos regulares provenientes de Chile, Brasil y México, informaron las autoridades.   https://t.co/GUefPhAcyx"
2005,25,86,19668492,CNNEE,"El presidente de EE.UU., Joe Biden, pidió que los estadounidenses sigan las indicaciones y medidas de los CDC para combatir el covid-19. ""Hemos visto comportamientos inapropiados, y debido a esa conducta habrá más casos"", advirtió. https://t.co/PNO3AvS2ys"
6385,2824,19760,18914500,Pontifex,To experience #Lent with love means caring for those who suffer or feel abandoned and fearful because of the #Covid-19 pandemic.
9876,160,237,18840373,WSJ,"Breaking: The World Health Organization's inquiry into the origins of Covid-19 found that data examined in China was insufficient to determine when, where and how the virus began spreading https://t.co/9WYogGMPbS"
9433,80,243,18840373,WSJ,The pandemic has given us a year of lousy sleep and insomnia. Scientists say the usual fixes aren't helping. Here's what to do instead. https://t.co/jrnvZtrjIz
4010,180,509,18840366,WSJ,Download your free copy of our 2021 tax guide to learn about pandemic-related changes to the law and what they mean for you.
8003,408,1189,17886022,washingtonpost,"Against the odds, Cuba could become a coronavirus vaccine powerhouse. https://t.co/SjeH7jlvAZ"
7189,232,810,17886021,washingtonpost,"Some people are lying to get vaccinated, and it’s testing their friendships https://t.co/j5JCZd8Fv4"
5468,94,244,17886016,washingtonpost,How long will the coronavirus vaccine protect you? Experts weigh in. https://t.co/cs4WvG3ds7
8661,6,13,16866238,detikcom,"Direktur Utama PT Rajawali Parama Indonesia, Wan M Guntar Syahputra Barus mengakui adanya feebagivendor yang mendapat kuota di pengadaan paketbansosCorona. https://t.co/5bBS1ucOy7"
3566,84,287,16832049,Forbes,Moderna and Pfizer vaccines are “highly effective” in preventing both coronavirus infections and transmissions according to a CDC study https://t.co/wLb5t24YLf https://t.co/pz6pogNPJi
8609,62,139,16646234,ABC,"Eyes might be an overlooked way in which some people contract COVID-19, expert says. https://t.co/YIv1jKpLFl"
7970,152,738,16646233,ABC,"Pres. Biden's approval rating on handling of the COVID pandemic climbs to 72% in the latest @ABC News/Ipsos poll. 

Three in four Americans approve of how Biden is handling distribution of the COVID-19 vaccines. https://t.co/VrhQh5Lhi4 https://t.co/0jeMknElPg"
7246,389,2322,16646233,ABC,"Pres. Biden's approval rating on handling of the COVID pandemic climbs to 72% in the latest @ABC News/Ipsos poll. 

Three in four Americans approve of how Biden is handling distribution of the COVID-19 vaccines. https://t.co/9dRLHhkoSB https://t.co/I7jWfu96wD"
7402,38,121,16646233,ABC,The CDC has released new data bolstering previous studies that showed mRNA vaccines are effective at preventing asymptomatic COVID-19 cases. https://t.co/8pDNU2o7iH
5845,37,93,16646232,ABC,"CDC Director Dr. Rochelle Walensky has signed an extension on the agency's moratorium on evictions through June 30, further preventing the eviction of tenants who are unable to make rental payments. https://t.co/apJkJ9KIqE"
3370,1157,4532,16646229,ABC,"Pres. Biden's approval rating on handling of the COVID pandemic climbs to 72% in the latest @ABC News/Ipsos poll. 

Three in four Americans approve of how Biden is handling distribution of the COVID-19 vaccines. https://t.co/fI8p4lcF3u https://t.co/Cnw45S0IjA"
2318,125,688,16646228,ABC,"JUST IN: Pres. Biden: ""I am directing my COVID team to make sure there is a vaccination site within 5 miles of 90% of all Americans by April 19th.""  https://t.co/xCo1Q8tn97 https://t.co/eslvBbdnmu"
9316,2474,13508,15230153,BernieSanders,"Over the course of the pandemic, tens of millions of Americans are out of work. 10 million are behind on rent. 22 million say they don't have enough to eat. But in America today, a handful of billionaires are now $1.3 trillion richer.

This is what a rigged economy looks like."
10138,35,160,15164678,AP,"In India, Hindus threw colored powder and sprayed water in massive Holi celebrations, despite many states restricting gatherings to try to contain a coronavirus resurgence. Holi marks the advent of spring. https://t.co/XJpVIDhfSQ"
9672,3155,6710,15164678,AP,"Saying she has a feeling of ""impending doom,"" the CDC director implored Americans not to let their guard down in the fight against COVID-19. Dr. Rochelle Walensky warned that the U.S. could experience another spike in cases and suffer needless deaths. https://t.co/r81kek2kmi"
7642,290,945,15164673,AP,A Michigan judge has ordered three men to stand trial in a plot to kidnap Democratic Gov. Gretchen Whitmer over her coronavirus restrictions. The men are accused of aiding six others who are charged in federal court. https://t.co/wXLQknA3Wi
6990,628,1574,15164672,AP,"The Pfizer and Moderna coronavirus vaccines were 90% effective after two doses, the U.S. government found in its first real-world study of their effectiveness. ""This is very reassuring news,” said the CDC’s Mark Thompson, the study’s lead author. https://t.co/xBbdKl6lHN"
890,2953,4750,15164665,AP,"Mexico's government is acknowledging that the country's true death toll from the coronavirus pandemic now stands above 321,000. That is almost 60% more than the government's official test-confirmed number of 201,429. https://t.co/0Cp8300rv4"
2801,567,6402,13935490,SethMacFarlane,Make the choice to save lives — Get your ass vaccinated. https://t.co/aVasbMstzr
3173,32,109,13614961,CGTNOfficial,"The United States has seen a dramatic rise in hate crimes against Asian-Americans during the  pandemic and after Donald Trump used derogatory terms such as ""kung flu"". CGTN's John Terrett talked to to protestors in Flushing, New York during a national day of action on Saturday. https://t.co/z5nmB9fSNn"
9200,6066,49684,13338798,felipeneto,"Acabou o argumento dessa gente podre.

Araraquara fez o VERDADEIRO lockdown completo e aí está o resultado!

Eles estavam com 100% das UTIs lotadas, fizeram um lockdown severo e total de 10 dias...

Link: https://t.co/brrSmNcxQy https://t.co/TcCWRwCgdi"
9560,947,9234,13338798,felipeneto,"Segunda:

- PM tem surto, atira contra PM e é morto;

- Bolsonaristas tentam usar essa morte, dizendo q ele se rebelou contra o lockdown e foi executado;

- Bia Kicis e outros incentivam motins da PM.

- Ministro das Relações Exteriores se demite;

- Ministro da Defesa se demite. https://t.co/1nSsyitAYl"
8707,657,29882,12565960,g1,Regina Casé é vacinada contra a Covid https://t.co/stV5hJFuaL #G1 https://t.co/C2Xj2oiexy
10178,165,1537,12565959,g1,Spoiler: vacinação e lockdown https://t.co/FfGwg9zomc #G1
6318,40,372,12565949,g1,Brasil registra quase 2 mil mortes por Covid em 24 horas; média móvel passa de 2.600 por dia https://t.co/rBXrBX8VDc #G1 https://t.co/QZsl2m2RW2
5089,56,919,12565947,g1,Estagiária de enfermagem morre de Covid aos 24 anos após saber que pai foi internado com a doença https://t.co/ihG2yU62MQ #G1 https://t.co/xi45eFvfhJ
875,17,29,12481341,XHNews,"U.S. reports over 10,000 coronavirus variants infections as experts warn of another #COVID19 surge https://t.co/uNub5wK2RA https://t.co/zOdUZtrGz0"
6571,38,85,12265741,cnni,"Covid-19 probably came to people through an animal and likely started spreading no more than a month or two before it was noticed in December 2019, a World Health Organization draft report finds https://t.co/IZZsPzZaMd"
7973,4465,19944,12246195,BBCNews,London records zero Covid deaths for first time in six months https://t.co/vnHa4u1iR0
5856,8058,40322,11369509,urstrulyMahesh,"Wishing you all a very Happy Holi!! As the COVID-19 cases surge again.. Let's be responsible and celebrate the festival with our family... A Holi filled more with love from your loved ones ♥️

#StaySafe #CelebrateAtHome"
6946,231,1767,11058820,billmaher,"It's amazing when you think about it. In just 12 months, covid went around the world, touching everyone. Like Andrew Cuomo. https://t.co/t5wrFxHW3L"
7191,33,78,10361793,WIRED,"If even basic daily tasks feel heavier than usual, you’re not alone. The pandemic has taken a toll on everyone’s mental health. 

Here's the data to prove it: https://t.co/1TdyuOx2wB"
10349,1751,11175,10336443,POTUS,Vice President Harris and I just wrapped up a COVID-19 briefing. Tune in as I give an update on our response to the virus and the state of vaccinations. https://t.co/eAex72VFDH
10279,5262,30168,10336442,POTUS,"We’ve made enormous progress when it comes to COVID-19, but new variants are spreading quickly. Now is not the time to let up — we have to hold the line while we get the country vaccinated.

Wash your hands.
Stay socially distanced.
Wear a mask.
Get vaccinated when you can."
6092,33,102,9702301,guardian,Sturgeon pledge on Covid public inquiry adds to pressure on Johnson https://t.co/IVM9OFY7He
6171,296,443,9702301,guardian,Covid travel rules will include 'Stanley Johnson loophole' for second homes https://t.co/qxKpBGJrc5
2488,56,79,9702301,guardian,"Trapped in gloves, tangled in masks: Covid PPE killing animals, report finds https://t.co/KhWoKxNhdp"
8704,32,144,9277427,WHO,"In Cox's Bazar #Bangladesh 🇧🇩, WHO is boosting the capacity of the Institute of Epidemiology Disease Control and Research's Field Laboratory, supporting the #COVID19 response in the world’s largest refugee camp.

More info 👉https://t.co/sSdocsnQ0b #WHOImpact https://t.co/GkFPrPXJuN"
1881,303,509,9277414,WHO,If you have already had #COVID19 do you still need both doses of the vaccine? Do these vaccines protect you against infection? Do they protect us against variants? #ScienceIn5 ⬇️ https://t.co/tottBqM7RT
6414,393,412,9271733,lemondefr,Covid-19 : comment la Chine mène une guerre de l’information pour réécrire les origines de la pandémie https://t.co/9pGOHkgynz
9482,127,180,9055790,NoticiasCaracol,"#LoÚltimo | Médicos en Barranquilla piden declarar alerta roja y confinar totalmente a la gente durante 14 días.

Afirman que los pacientes en este tercer pico están llegando más graves a urgencias y que probablemente se deba a una cepa mutante del COVID https://t.co/8yvEzUnLsh"
1087,714,3879,8845188,AristeguiOnline,Denuncian penalmente a López-Gatell por pasear sin cubrebocas enfermo de Covid; piden 3 años de cárcel https://t.co/loasuZWiM2 https://t.co/ySro9NUqtC
9020,354,867,8739364,NPR,"CDC Director Dr. Rochelle Walensky made an emotional plea for Americans to be wary of a possible 4th surge in the pandemic. Coronavirus cases and hospitalizations are both up over the last week.

""Just please hold on a little while longer,"" she said.
https://t.co/i2RhnTHlZF"
6008,38,110,8739362,NPR,"Women in remote areas of Alaska usually travel long distances to give birth, but the pandemic has complicated that.

Now, expectant mothers are spending the end of their pregnancy mostly alone in hospital housing.
https://t.co/JDDKdnYv0g"
4910,15,54,8739361,NPR,"Frequent COVID testing and other safety measures at Nu Boyana in Sofia has allowed the studio — home to ""300: Rise of an Empire"" and ""Rambo: Last Blood"" — to continue filming during the pandemic. https://t.co/hvhZBrmGBE"
1897,93,298,8728978,UNICEF,"“Our children’s futures are being put on indefinite pause. We must prioritize reopening schools, and we must prioritize reopening them better than they were before.”

@unicefchief on the COVID education crisis. https://t.co/jUKPNoS19J"
7660,44,313,8721403,VEJA,"Mortes por Covid-19 no México são 60% maiores do que diziam os dados oficiais; com revisão, país ultrapassa o Brasil
https://t.co/SlAoExJxZA https://t.co/b2ZAkMb0XJ"
5612,21,110,8721403,VEJA,"Brasil tem 1.656 mortes em 24 horas; confira curvas dos estados
https://t.co/AInBZh35Om https://t.co/sFbLzowauH"
2336,16,600,8721400,VEJA,"Com Covid-19, ator Paulo Gustavo segue intubado, mas apresenta melhora
https://t.co/PBmXBsfyxe https://t.co/aqQYy1OcUG"
8839,39,141,8475772,NBCNews,"NEW: All New York residents ages 30 and up will be eligible to get Covid-19 vaccines starting Tuesday, Gov. Cuomo says; universal eligibility for those 16 and up will go into effect April 6. https://t.co/XzPqVxZZFW"
10268,259,1501,8475771,NBCNews,Michigan judge orders 3 men to stand trial in a plot to kidnap Michigan Gov. Whitmer over coronavirus restrictions. https://t.co/ZnrkUPIg51
9598,28,125,8475771,NBCNews,"At least 90% of adults in the US will be eligible for the Covid-19 vaccine by April 19, President Biden says. https://t.co/aNfCybM46s"
7517,110,222,8475770,NBCNews,"US Covid data

• 30,395,236 cases (per NBC)

• 552,025 deaths (per NBC)

• 145,812,835 vaccine doses administered (per CDC)

• 95,015,762 received at least one shot, 28.6% of US pop (per CDC)

• 52,614,231 fully vaccinated, 15.8% of US pop (per CDC)

Data as of Mar. 29, 2021"
8307,4941,22273,8427684,anandmahindra,"The problem, @OfficeofUT ji, is that the people a lockdown hurts most are the poor, migrant workers &amp; small businesses. The original lockdowns were essentially to buy time to build up hospital/health infrastructure. Let’s focus on resurrecting that &amp; on avoiding mortality. https://t.co/sRoWonrJEp"
2995,60,230,8136524,CBSNews,President Biden announces that at least 90 percent of American adults will be eligible for the COVID vaccine and live within 5 miles of a place to get a shot by April 19 https://t.co/Nj065CIsxp https://t.co/MXXF4dG6WM
6857,98,390,8136452,CBSNews,"President Biden says that ""some of the reckless behavior we've seen on television over the past few weeks"" will lead to more COVID-19 cases in the coming weeks https://t.co/Nj065CIsxp https://t.co/cN9PYaE2re"
9956,9,20,8098209,NoticiasRCN,"#Atención | El @MinSaludCol reporta que durante este lunes 29 de marzo se registraron 7.049 casos nuevos de covid-19 en Colombia. 

Espere más información en https://t.co/BXPS3y0hKi https://t.co/u2utuRnDE6"
10161,8920,46926,8040526,el_pais,🔴ÚLTIMA HORA | Londres no registra ningún muerto por covid en un día por primera vez en seis meses https://t.co/3AwIqoVvlR https://t.co/nJuJcB1Ujy
7270,148,272,8040525,el_pais,"Esenciales para trabajar, pero no para la vacuna. La estrategia de inmunización contra la covid relega a profesionales que fueron vitales durante el confinamiento https://t.co/JUOxJXqaci https://t.co/KJQMleFAHa"
6690,2044,3189,8040525,el_pais,🔴 ÚLTIMA HORA | Madrid registra una incidencia superior a 250 casos por 100.000 habitantes y vuelve a estar en riesgo extremo por covid https://t.co/XMcuZDaeay https://t.co/s6QCar8ImR
9105,20,122,7836399,lopezdoriga,"Inglaterra empieza desde hoy a relajar sus férreas restricciones para contener la pandemia de COVID-19, dando luz verde a encuentros sociales al aire libre de hasta seis personas y a los deportes en el exterior https://t.co/ovxB74QfUP"
9038,127,887,7836399,lopezdoriga,Londres reporta cero muertes por COVID-19 mientras avanza desconfinamiento en Inglaterra https://t.co/04fA4jklcv
6754,11,101,7662262,people,Jessica Simpson Reveals She Tested Positive for COVID​  https://t.co/YVBypR2Ru8
10003,2,35,7570881,ntv,"İYİ Parti Genel Başkan Yardımcısı Ümit Dikbayır corona virüse yakalandı
https://t.co/Igf2a9EyAz https://t.co/DM2dR1yVxK"
8682,66,284,7377444,ABSCBNNews,"Moderna, Pfizer #COVID19 vaccines highly effective after first shot in real-world use: US study https://t.co/H2CVc956iW"
4664,43,436,7377439,ABSCBNNews,"President Duterte says if he only has the power to end the pandemic, he would have already used it.

This, as the Philippines subjects millions of residents in Metro Manila and 4 nearby provinces under the strictest quarantine level anew amid rising COVID-19 cases. https://t.co/ej62q7kltz"
6356,53,251,7353350,ELTIEMPO,Estudio encuentra que vacunas de Pfizer y Moderna evitarían contagios ➡️ https://t.co/84Za2NBrr7 https://t.co/3FyT8x4rj0
1833,147,1841,7353349,ELTIEMPO,🚨 Londres registró este domingo cero muertes por covid-19 ► https://t.co/wR1xMp62y9 https://t.co/924osTlsbs
9435,53,85,7265677,business,LATEST: Italy’s customs agency is holding up a shipment of GlaxoSmithKline's meningitis vaccine for testing amid suspicion that drugmakers may try to export coronavirus vaccine batches from the EU https://t.co/marCO4Uai0
9901,285,321,7265677,business,"U.S. officials express concerns about a WHO report on the origins of Covid-19, including the possibility that the Chinese government had a hand in writing it https://t.co/JXY5xUxJtJ"
8695,44,151,7102338,SkyNews,The Royal Albert Hall turns 150 today - but the London venue's celebration plans have been put on hold due to the pandemic https://t.co/ufjfTmdJvr
1647,11,70,7102333,SkyNews,"Golfers in Derby just can't wait until the morning as restrictions lift to allow people to play golf.

Get the latest on #COVID19: https://t.co/15DvyMdAJO https://t.co/uOuOBh63gE"
9955,2,2,7067048,la_patilla,La morgue de un hospital de Chile colapsa por fallecidos con Covid-19 https://t.co/YSBhBHqyrM
9171,3,0,7067048,la_patilla,EEUU alerta de un repunte de contagios por coronavirus pese a las vacunas https://t.co/D6IvfyQQEe
7842,32,8,7067047,la_patilla,Médico en Barcelona murió por Covid-19 al no obtener cupo en el hospital donde laboraba https://t.co/pGXnQ0RkDd
7422,2,1,7067047,la_patilla,Hospitales de Barcelona y El Tigre alcanzaron “ocupación a máxima capacidad” por el coronavirus https://t.co/aPIIXlXKbs
6542,3,1,7067047,la_patilla,"Media Italia se confina hasta Semana Santa para combatir ""la guerra"" del Covid-19 https://t.co/MnDN3sa3qg"
1529,7,2,7067045,la_patilla,"El eslabón perdido del coronavirus: OMS concluye que otro animal fue ""puente"" en el contagio entre murciélagos y humanos https://t.co/zWbZyGbU8z"
1328,23,10,7067045,la_patilla,Venezuela enfrenta su segunda ola de coronavirus con centros de salud colapsados https://t.co/ev89DnF8JG
4149,2,1,7067045,la_patilla,Murió jefe policial por Covid-19 en Miranda a la espera de cupo para hospitalización https://t.co/60lobhOVoW
1641,10,7,7067045,la_patilla,El Nuevo Herald: Enfermos desesperados y hospitales sin cupo ante nueva ola de Covid-19 en Venezuela https://t.co/foE2CR2v0v
10309,70,316,7062066,Estadao,Brasil tem 1.969 mortes registradas pela covid em 24h e média móvel fica em 2.655 https://t.co/FIz9SCqq96 https://t.co/xmojPxSQe3
4535,4,16,6956127,FinancialTimes,Biden urged to keep patent protections for Covid vaccines https://t.co/Ynl0mK1GUO
7633,883,2888,6847616,DonaldJTrumpJr,DISINFO: USA Today Quotes a Consultant to the Chinese Communist Party to 'Debunk' Wuhan Lab Theory. https://t.co/FNyRQsWt1t
2608,958,3682,6761337,jairbolsonaro,"- O @minsaude distribui mais 4,2 milhões de doses de vacina contra a Covid-19 para os estados brasileiros. A nova remessa é formada de unidades adquiridas através do consórcio Covax Facility. https://t.co/VTMjuuMAGr"
5353,1171,4613,6761332,jairbolsonaro,"- Três aviões da China devem chegar nos próximos dias com 1024 litros de IFA, insumo utilizado pela @fiocruz na produção de vacinas contra a Covid-19. A quantidade é suficiente para a produção de 32 milhões de doses da AstraZeneca. @ItamaratyGovBr @ernestofaraujo https://t.co/5Zul4J4lQA"
5368,631,2726,6761332,jairbolsonaro,"1.1- No início da última semana, a @marmilbr prestou apoio no transporte de funcionários da Secretaria de Estado de Saúde Púbçica do Pará no combate ao Covid-19 na Ilha de Cotijuba (PA). https://t.co/JqEl099PfW"
5942,32,151,6752161,JornalOGlobo,"Com 1.969 mortes em 24h, Brasil bate novo recorde de média móvel de óbitos por Covid-19 https://t.co/XEBHDZDmXS"
7875,173,305,6751621,AJEnglish,"• Australia’s third-biggest city, Brisbane, heads into snap three-day COVID-19 lockdown https://t.co/Civbgus009

• Experts in Brazil say younger patients are developing severe COVID-19 symptoms and dying https://t.co/NlonyVkLT0

Follow our coverage for the latest updates ⤵️ https://t.co/j2Z3EafG2m"
6374,712,1855,6684716,brozoxmiswebs,"El gobierno de México muestra que, en materia de covid-19, sí tenía otros datos.
https://t.co/BrkdtfWj0z"
10362,17601,272535,6354377,LilNasX,we are in a pandemic and y’all are going on day 5 of being mad at a gay nigga who don’t do none but tweet all day
4155,81,264,5988118,El_Universal_Mx,"Fila kilométrica de autos en Av. de Los Bosques en Tecamachalco para llegar al centro de vacunación contra el Covid-19 en la Universidad Anáhuac en Huixquilucan, Edomex. #Video: Rebeca Jiménez https://t.co/yRRy18Ktry"
3792,105,430,5884691,10DowningStreet,Watch today's coronavirus press conference live on our channels at 5pm. https://t.co/4nDCahyono
5228,512,1394,5884691,10DowningStreet,"Some coronavirus restrictions are being cautiously lifted across England today.
 
Here’s what you need to know [tap to expand] ⬇️
 
https://t.co/wYsooCbPKP https://t.co/DkSr5qjSjR"
9237,181,860,5878527,gmanews,Dominican priest and molecular biologist Fr. Nicanor Austriaco is developing a Filipino-made oral vaccine based on a yeast system that would be effective against the coronavirus disease and the more infectious COVID-19 variants. https://t.co/sECdyseYtH
9169,5,25,5878527,gmanews,"Researchers may have found an explanation for the rare blood clots reported among some people who received AstraZeneca's COVID-19 vaccine.

https://t.co/Hkq4rWNIXk"
210,3643,7277,5848762,FelipeCalderon,México 🇲🇽 El gobierno está reconociendo en un informe publicado discretamente que la verdadera cifra de muertos por la pandemia de coronavirus en el país ahora supera los 321.000. Eso es casi un 60% más que el número oficial confirmado por pruebas de México.#COVID19 🧵 https://t.co/G95BWFaZJp
1206,2613,5776,5848762,FelipeCalderon,"Reconocen 322 mil muertes por Covid - Vía @reforma
México, ¿el país con mayor mortalidad por #covid en el mundo? https://t.co/4lX4zwB3Hh"
2707,888,2159,5848762,FelipeCalderon,"Cifra de muertos por Covid-19 en México supera los 321 mil, según informe https://t.co/VbwhgZssJy"
7068,2576,10476,5737737,ewarren,This for-profit nursing home chain got $665 million in government aid last year. They didn’t make sure their workers had enough resources to stay safe and keep patients safe. But they did give their CEO a $5.2 million bonus. I’m demanding answers. https://t.co/ZSesTiYMfw
9807,198,910,5613820,JustinTrudeau,"The world must come together to defeat COVID-19 - that means making sure all countries have the resources to respond to, and recover from, this global challenge. That was the focus of the meeting @AndrewHolnessJM, @AntonioGuterres, and I hosted today: https://t.co/LTjH9Gxe0E"
7375,274,1751,5613818,JustinTrudeau,"These border measures are some of the strongest in the world - and they’re in place to keep you, your loved ones, and your community safe. For more information on what you can expect when you return to Canada and how you can get prepared, click here: https://t.co/7sYIgkMm3U"
3457,382,2274,5613816,JustinTrudeau,"Challenge accepted, Prime Minister @Xavier_Bettel - thanks for passing the ball. I'm taking it to address the challenges of the pandemic and build a better world for everyone. But we all have to do this work together. Prime Minister @AndrewHolnessJM, will you #TakeTheBall next? https://t.co/9KaHGa3s6t"
5711,741,2084,5613816,JustinTrudeau,"If your results come back negative for COVID-19, you’ll be able to head home and finish your mandatory quarantine there. If your test results come back positive, you’ll need to immediately quarantine in designated government facilities. This is not optional."
